User_ID,Visit_Date,Traffic_Source,Device,Country,User_Age,Gender,Product_Category,Product_Price,Added_To_Cart,Reached_Checkout,Purchased,Order_Value,Abandoned_Cart
696,2026-01-24 05:46:57.817895,Direct,Mobile,Germany,37,Male,Clothing,472.31,Yes,Yes,Yes,472.31,No
697,2025-09-03 05:46:57.817895,Referral,Mobile,Pakistan,38,Female,Home,246.99,No,No,No,0.0,No
698,2025-10-19 05:46:57.817895,Direct,Mobile,Canada,46,Female,Electronics,497.58,No,No,No,0.0,No
699,2025-09-23 05:46:57.817895,Email,Tablet,Canada,42,Male,Beauty,340.09,Yes,Yes,Yes,340.09,No
700,2025-12-11 05:46:57.817895,Facebook,Desktop,UK,55,Female,Beauty,43.74,Yes,No,No,0.0,Yes
701,2025-08-29 05:46:57.817895,Facebook,Desktop,USA,42,Female,Clothing,67.68,Yes,Yes,Yes,67.68,No
702,2025-12-21 05:46:57.817895,Referral,Mobile,Canada,26,Male,Home,458.89,Yes,No,No,0.0,Yes
703,2025-09-26 05:46:57.817895,Facebook,Mobile,Canada,56,Female,Home,318.73,No,No,No,0.0,No
704,2025-12-20 05:46:57.817895,Email,Mobile,Pakistan,43,Female,Clothing,423.16,Yes,Yes,No,0.0,Yes
705,2025-10-28 05:46:57.817895,Referral,Mobile,Pakistan,54,Female,Clothing,450.15,No,No,No,0.0,No
706,2026-01-17 05:46:57.817895,Direct,Mobile,UK,33,Male,Electronics,229.49,No,No,No,0.0,No
707,2026-02-17 05:46:57.817895,Facebook,Desktop,Australia,54,Male,Home,33.78,Yes,Yes,Yes,33.78,No
708,2025-09-04 05:46:57.817895,Google,Mobile,UK,29,Female,Beauty,102.26,No,No,No,0.0,No
709,2025-11-17 05:46:57.817895,Facebook,Desktop,UK,41,Male,Clothing,42.62,Yes,Yes,Yes,42.62,No
710,2025-09-19 05:46:57.817895,Direct,Mobile,Pakistan,43,Female,Electronics,102.48,Yes,Yes,Yes,102.48,No
711,2025-10-26 05:46:57.817895,Referral,Mobile,Australia,37,Male,Beauty,211.16,Yes,Yes,Yes,211.16,No
712,2025-11-18 05:46:57.817895,Direct,Desktop,Pakistan,26,Female,Home,67.92,Yes,Yes,Yes,67.92,No
713,2025-10-22 05:46:57.817895,Google,Mobile,USA,40,Male,Clothing,91.7,Yes,No,No,0.0,Yes
714,2025-09-20 05:46:57.817895,Email,Desktop,Germany,56,Female,Clothing,228.45,No,No,No,0.0,No
715,2026-02-17 05:46:57.817895,Facebook,Desktop,Germany,46,Male,Electronics,176.68,Yes,Yes,No,0.0,Yes
716,2026-02-01 05:46:57.817895,Referral,Mobile,USA,48,Female,Electronics,239.15,No,No,No,0.0,No
717,2025-11-30 05:46:57.817895,Email,Tablet,Germany,36,Male,Home,220.29,Yes,No,No,0.0,Yes
718,2025-12-07 05:46:57.817895,Direct,Mobile,Australia,37,Male,Clothing,325.79,Yes,Yes,No,0.0,Yes
719,2025-12-01 05:46:57.817895,Referral,Mobile,Pakistan,40,Male,Electronics,469.22,Yes,Yes,Yes,469.22,No
720,2025-12-31 05:46:57.817895,Email,Desktop,Germany,44,Female,Clothing,62.85,No,No,No,0.0,No
721,2026-01-20 05:46:57.817895,Referral,Mobile,Australia,47,Female,Home,58.64,Yes,No,No,0.0,Yes
722,2025-10-18 05:46:57.817895,Google,Desktop,Pakistan,38,Female,Clothing,427.87,Yes,Yes,Yes,427.87,No
723,2025-08-30 05:46:57.817895,Google,Desktop,Australia,52,Male,Beauty,258.13,Yes,No,No,0.0,Yes
724,2025-11-27 05:46:57.817895,Facebook,Tablet,USA,24,Female,Clothing,385.54,No,No,No,0.0,No
725,2026-01-04 05:46:57.817895,Facebook,Mobile,UK,39,Male,Sports,115.56,Yes,Yes,Yes,115.56,No
726,2025-12-04 05:46:57.817895,Google,Mobile,USA,27,Male,Sports,416.14,No,No,No,0.0,No
727,2025-08-27 05:46:57.817895,Referral,Desktop,Germany,40,Male,Home,462.68,Yes,Yes,No,0.0,Yes
728,2025-09-16 05:46:57.817895,Google,Mobile,Pakistan,32,Female,Home,321.39,No,No,No,0.0,No
729,2025-10-16 05:46:57.817895,Facebook,Mobile,Australia,47,Male,Home,61.88,Yes,Yes,Yes,61.88,No
730,2026-02-05 05:46:57.817895,Google,Mobile,Germany,51,Female,Beauty,448.69,Yes,Yes,Yes,448.69,No
731,2025-11-15 05:46:57.817895,Google,Mobile,Germany,30,Female,Beauty,398.32,Yes,Yes,Yes,398.32,No
732,2026-01-16 05:46:57.817895,Referral,Mobile,UK,21,Male,Clothing,377.93,No,No,No,0.0,No
733,2025-11-17 05:46:57.817895,Email,Desktop,Germany,35,Female,Electronics,28.0,Yes,No,No,0.0,Yes
734,2025-11-10 05:46:57.817895,Facebook,Desktop,UK,40,Male,Sports,401.49,No,No,No,0.0,No
735,2025-12-12 05:46:57.817895,Referral,Mobile,Pakistan,50,Male,Sports,77.6,Yes,Yes,Yes,77.6,No
736,2025-08-25 05:46:57.817895,Google,Mobile,Pakistan,51,Female,Sports,118.97,Yes,Yes,Yes,118.97,No
737,2025-10-14 05:46:57.817895,Google,Mobile,Australia,51,Male,Clothing,292.8,Yes,No,No,0.0,Yes
738,2026-02-13 05:46:57.817895,Email,Desktop,UK,53,Male,Clothing,139.84,Yes,No,No,0.0,Yes
739,2025-08-28 05:46:57.817895,Facebook,Mobile,USA,52,Male,Home,334.06,No,No,No,0.0,No
740,2025-12-15 05:46:57.817895,Facebook,Desktop,Pakistan,34,Female,Electronics,307.95,No,No,No,0.0,No
741,2025-09-25 05:46:57.817895,Direct,Mobile,Australia,45,Female,Home,62.99,No,No,No,0.0,No
742,2025-09-27 05:46:57.817895,Facebook,Desktop,USA,31,Female,Clothing,331.45,Yes,Yes,Yes,331.45,No
743,2025-11-24 05:46:57.817895,Email,Mobile,Pakistan,51,Male,Beauty,462.74,Yes,Yes,Yes,462.74,No
744,2025-11-27 05:46:57.817895,Direct,Desktop,Pakistan,28,Male,Home,88.94,No,No,No,0.0,No
745,2025-11-04 05:46:57.817895,Direct,Mobile,Australia,30,Female,Clothing,302.56,Yes,Yes,No,0.0,Yes
746,2025-10-02 05:46:57.817895,Google,Desktop,Australia,50,Female,Clothing,177.51,No,No,No,0.0,No
747,2026-01-25 05:46:57.817895,Google,Mobile,Canada,19,Female,Beauty,235.21,Yes,Yes,Yes,235.21,No
748,2026-02-02 05:46:57.817895,Facebook,Desktop,Germany,51,Female,Beauty,150.63,No,No,No,0.0,No
749,2025-12-20 05:46:57.817895,Direct,Desktop,Germany,46,Female,Beauty,183.52,No,No,No,0.0,No
750,2025-08-27 05:46:57.817895,Google,Mobile,USA,54,Male,Electronics,24.17,No,No,No,0.0,No
751,2025-12-25 05:46:57.817895,Email,Desktop,Germany,21,Female,Clothing,490.96,Yes,Yes,No,0.0,Yes
752,2025-10-13 05:46:57.817895,Google,Mobile,USA,29,Male,Beauty,316.15,Yes,No,No,0.0,Yes
753,2025-09-05 05:46:57.817895,Google,Mobile,Pakistan,43,Male,Electronics,255.35,Yes,Yes,Yes,255.35,No
754,2025-10-17 05:46:57.817895,Direct,Mobile,Canada,45,Male,Sports,198.02,No,No,No,0.0,No
755,2026-01-04 05:46:57.817895,Direct,Mobile,Canada,20,Male,Sports,274.29,No,No,No,0.0,No
756,2025-10-20 05:46:57.817895,Referral,Desktop,Pakistan,37,Female,Sports,196.25,Yes,Yes,Yes,196.25,No
757,2026-01-16 05:46:57.817895,Email,Desktop,Australia,27,Male,Clothing,186.35,Yes,No,No,0.0,Yes
758,2025-12-14 05:46:57.817895,Direct,Mobile,UK,35,Female,Electronics,237.33,Yes,Yes,Yes,237.33,No
759,2025-10-10 05:46:57.817895,Facebook,Mobile,UK,44,Male,Electronics,145.23,No,No,No,0.0,No
760,2026-01-22 05:46:57.817895,Email,Desktop,Germany,48,Female,Sports,98.22,Yes,No,No,0.0,Yes
761,2025-11-17 05:46:57.817895,Email,Tablet,Australia,44,Female,Home,282.74,No,No,No,0.0,No
762,2026-01-13 05:46:57.817895,Direct,Mobile,USA,59,Male,Sports,422.96,Yes,Yes,No,0.0,Yes
763,2025-10-29 05:46:57.817895,Email,Tablet,Canada,18,Female,Clothing,84.89,Yes,Yes,Yes,84.89,No
764,2025-11-07 05:46:57.817895,Direct,Mobile,Germany,23,Male,Sports,26.04,No,No,No,0.0,No
765,2026-02-19 05:46:57.817895,Google,Mobile,Pakistan,28,Female,Sports,130.94,Yes,No,No,0.0,Yes
766,2025-12-05 05:46:57.817895,Referral,Desktop,Australia,51,Male,Electronics,490.06,Yes,Yes,Yes,490.06,No
767,2026-02-06 05:46:57.817895,Google,Mobile,Canada,56,Male,Sports,416.09,Yes,No,No,0.0,Yes
768,2025-10-01 05:46:57.817895,Direct,Mobile,USA,37,Female,Beauty,301.97,Yes,Yes,Yes,301.97,No
769,2025-10-13 05:46:57.817895,Direct,Mobile,USA,38,Female,Beauty,465.33,Yes,No,No,0.0,Yes
770,2025-11-30 05:46:57.817895,Google,Desktop,UK,38,Male,Home,228.19,Yes,Yes,Yes,228.19,No
771,2025-11-14 05:46:57.817895,Facebook,Desktop,Germany,35,Male,Clothing,491.81,No,No,No,0.0,No
772,2025-09-23 05:46:57.817895,Facebook,Mobile,Pakistan,38,Female,Clothing,155.19,Yes,Yes,No,0.0,Yes
773,2025-11-11 05:46:57.817895,Facebook,Mobile,Canada,36,Male,Electronics,127.75,No,No,No,0.0,No
774,2025-11-23 05:46:57.817895,Direct,Mobile,USA,21,Male,Clothing,322.64,No,No,No,0.0,No
775,2026-02-19 05:46:57.817895,Email,Mobile,Canada,30,Male,Home,195.3,No,No,No,0.0,No
776,2025-10-15 05:46:57.817895,Direct,Mobile,Pakistan,35,Female,Beauty,316.92,No,No,No,0.0,No
777,2026-02-06 05:46:57.817895,Email,Desktop,Canada,46,Male,Electronics,159.45,Yes,Yes,Yes,159.45,No
778,2025-11-11 05:46:57.817895,Google,Mobile,Germany,42,Male,Beauty,312.78,Yes,Yes,No,0.0,Yes
779,2025-09-23 05:46:57.817895,Referral,Mobile,UK,30,Female,Home,145.12,No,No,No,0.0,No
780,2025-12-08 05:46:57.817895,Email,Mobile,Canada,44,Male,Electronics,34.98,Yes,Yes,No,0.0,Yes
781,2025-10-14 05:46:57.817895,Facebook,Mobile,Australia,36,Male,Sports,456.95,Yes,Yes,Yes,456.95,No
782,2025-11-13 05:46:57.817895,Direct,Tablet,UK,18,Male,Clothing,442.77,Yes,Yes,No,0.0,Yes
783,2026-01-04 05:46:57.817895,Google,Mobile,Pakistan,55,Male,Home,485.69,Yes,Yes,Yes,485.69,No
784,2025-09-22 05:46:57.817895,Facebook,Mobile,UK,36,Female,Electronics,361.1,Yes,No,No,0.0,Yes
785,2026-01-03 05:46:57.817895,Google,Mobile,Canada,18,Male,Beauty,344.53,Yes,Yes,Yes,344.53,No
786,2026-01-09 05:46:57.817895,Referral,Mobile,Canada,57,Male,Electronics,283.91,Yes,Yes,Yes,283.91,No
787,2026-01-16 05:46:57.817895,Direct,Mobile,Australia,34,Male,Sports,71.71,No,No,No,0.0,No
788,2025-11-06 05:46:57.817895,Direct,Mobile,USA,38,Male,Home,102.73,Yes,Yes,Yes,102.73,No
789,2025-09-10 05:46:57.817895,Referral,Mobile,Australia,39,Male,Electronics,151.84,No,No,No,0.0,No
790,2025-11-16 05:46:57.817895,Direct,Mobile,Canada,32,Female,Home,446.18,Yes,Yes,Yes,446.18,No
791,2025-11-01 05:46:57.817895,Email,Mobile,UK,56,Female,Home,94.76,No,No,No,0.0,No
792,2025-09-27 05:46:57.817895,Google,Mobile,Australia,56,Male,Beauty,462.21,Yes,No,No,0.0,Yes
793,2025-08-30 05:46:57.817895,Facebook,Tablet,Australia,49,Male,Clothing,266.17,Yes,Yes,Yes,266.17,No
794,2025-10-16 05:46:57.817895,Referral,Mobile,USA,21,Female,Sports,360.63,Yes,Yes,No,0.0,Yes
795,2025-12-28 05:46:57.817895,Email,Mobile,Canada,49,Female,Electronics,64.02,Yes,Yes,Yes,64.02,No
796,2025-10-06 05:46:57.817895,Facebook,Mobile,Canada,21,Female,Clothing,141.83,No,No,No,0.0,No
797,2025-12-17 05:46:57.817895,Facebook,Mobile,Pakistan,18,Male,Beauty,479.67,No,No,No,0.0,No
798,2025-12-13 05:46:57.817895,Referral,Desktop,USA,50,Male,Clothing,140.41,Yes,No,No,0.0,Yes
799,2026-01-22 05:46:57.817895,Email,Mobile,Pakistan,24,Male,Home,155.3,Yes,Yes,Yes,155.3,No
800,2025-11-12 05:46:57.817895,Facebook,Desktop,Pakistan,26,Male,Home,106.82,Yes,No,No,0.0,Yes
801,2025-11-27 05:46:57.817895,Facebook,Mobile,Pakistan,18,Male,Sports,73.25,Yes,Yes,Yes,73.25,No
802,2025-12-20 05:46:57.817895,Email,Mobile,Germany,33,Male,Electronics,124.3,Yes,No,No,0.0,Yes
803,2026-01-15 05:46:57.817895,Direct,Desktop,Pakistan,35,Female,Electronics,324.74,No,No,No,0.0,No
804,2025-09-01 05:46:57.817895,Facebook,Mobile,Australia,23,Female,Beauty,233.13,Yes,Yes,Yes,233.13,No
805,2026-01-03 05:46:57.817895,Google,Mobile,UK,19,Male,Sports,281.34,No,No,No,0.0,No
806,2025-12-06 05:46:57.817895,Email,Mobile,Australia,26,Male,Electronics,69.96,No,No,No,0.0,No
807,2026-01-03 05:46:57.817895,Facebook,Desktop,Australia,21,Male,Home,403.04,No,No,No,0.0,No
808,2025-09-18 05:46:57.817895,Referral,Mobile,Canada,40,Female,Sports,394.21,Yes,No,No,0.0,Yes
809,2025-11-28 05:46:57.817895,Google,Desktop,Germany,25,Female,Clothing,20.58,No,No,No,0.0,No
810,2026-01-26 05:46:57.817895,Facebook,Mobile,Pakistan,56,Female,Sports,197.92,No,No,No,0.0,No
811,2025-11-25 05:46:57.817895,Google,Desktop,Canada,42,Female,Sports,43.7,Yes,Yes,Yes,43.7,No
812,2026-01-31 05:46:57.817895,Google,Mobile,USA,33,Male,Electronics,398.13,Yes,Yes,Yes,398.13,No
813,2026-02-18 05:46:57.817895,Direct,Desktop,USA,52,Female,Beauty,371.26,No,No,No,0.0,No
814,2025-10-24 05:46:57.817895,Google,Mobile,Canada,34,Female,Beauty,451.97,No,No,No,0.0,No
815,2025-12-24 05:46:57.817895,Direct,Tablet,UK,35,Male,Electronics,125.84,Yes,No,No,0.0,Yes
816,2025-10-14 05:46:57.817895,Email,Mobile,Canada,44,Male,Electronics,233.58,Yes,Yes,Yes,233.58,No
817,2026-01-18 05:46:57.817895,Direct,Mobile,Canada,32,Male,Electronics,100.4,Yes,Yes,Yes,100.4,No
818,2025-09-14 05:46:57.817895,Referral,Mobile,Germany,34,Female,Beauty,191.91,Yes,No,No,0.0,Yes
819,2025-08-29 05:46:57.817895,Facebook,Mobile,USA,22,Male,Electronics,265.9,Yes,Yes,No,0.0,Yes
820,2025-11-24 05:46:57.817895,Email,Mobile,USA,33,Female,Clothing,36.13,Yes,Yes,Yes,36.13,No
821,2026-02-10 05:46:57.817895,Email,Tablet,Pakistan,32,Female,Clothing,360.29,No,No,No,0.0,No
822,2025-10-24 05:46:57.817895,Referral,Tablet,Australia,59,Female,Home,276.21,No,No,No,0.0,No
823,2025-09-15 05:46:57.817895,Direct,Mobile,Canada,51,Female,Clothing,416.19,No,No,No,0.0,No
824,2026-01-20 05:46:57.817895,Facebook,Tablet,Canada,36,Male,Sports,143.17,Yes,Yes,Yes,143.17,No
825,2025-11-02 05:46:57.817895,Direct,Mobile,UK,25,Male,Home,452.63,No,No,No,0.0,No
826,2025-08-25 05:46:57.817895,Google,Mobile,USA,27,Female,Clothing,499.36,Yes,Yes,Yes,499.36,No
827,2026-01-04 05:46:57.817895,Direct,Desktop,UK,22,Male,Sports,460.46,Yes,No,No,0.0,Yes
828,2025-09-05 05:46:57.817895,Email,Desktop,Germany,43,Female,Clothing,391.17,No,No,No,0.0,No
829,2025-11-22 05:46:57.817895,Facebook,Tablet,Pakistan,39,Female,Sports,408.06,Yes,Yes,Yes,408.06,No
830,2025-10-09 05:46:57.817895,Direct,Mobile,UK,40,Male,Electronics,291.13,Yes,Yes,Yes,291.13,No
831,2025-09-27 05:46:57.817895,Facebook,Desktop,USA,30,Male,Sports,103.18,Yes,Yes,Yes,103.18,No
832,2026-02-17 05:46:57.817895,Facebook,Mobile,Germany,26,Female,Electronics,341.75,Yes,Yes,Yes,341.75,No
833,2025-11-10 05:46:57.817895,Google,Mobile,Canada,37,Male,Sports,359.25,No,No,No,0.0,No
834,2025-10-08 05:46:57.817895,Google,Mobile,Germany,45,Female,Sports,492.84,No,No,No,0.0,No
835,2026-01-26 05:46:57.817895,Email,Tablet,Australia,54,Male,Clothing,275.24,No,No,No,0.0,No
836,2025-11-05 05:46:57.817895,Referral,Desktop,UK,41,Female,Sports,142.97,No,No,No,0.0,No
837,2025-09-19 05:46:57.817895,Facebook,Desktop,USA,50,Female,Clothing,345.0,No,No,No,0.0,No
838,2025-10-10 05:46:57.817895,Referral,Mobile,UK,37,Male,Sports,489.89,No,No,No,0.0,No
839,2025-12-23 05:46:57.817895,Email,Mobile,Canada,47,Male,Beauty,96.83,Yes,No,No,0.0,Yes
840,2025-10-19 05:46:57.817895,Facebook,Mobile,Canada,26,Female,Home,169.74,No,No,No,0.0,No
841,2025-11-26 05:46:57.817895,Facebook,Mobile,USA,34,Male,Clothing,275.52,Yes,No,No,0.0,Yes
842,2025-12-09 05:46:57.817895,Referral,Mobile,Australia,53,Male,Clothing,93.41,No,No,No,0.0,No
843,2025-10-26 05:46:57.817895,Direct,Desktop,Pakistan,31,Female,Electronics,20.89,Yes,Yes,Yes,20.89,No
844,2025-10-11 05:46:57.817895,Google,Mobile,Germany,36,Female,Beauty,175.12,No,No,No,0.0,No
845,2025-10-24 05:46:57.817895,Direct,Mobile,Germany,24,Male,Electronics,434.03,No,No,No,0.0,No
846,2025-11-13 05:46:57.817895,Referral,Mobile,Canada,20,Male,Beauty,31.3,No,No,No,0.0,No
847,2025-09-19 05:46:57.817895,Google,Mobile,UK,50,Female,Beauty,220.18,No,No,No,0.0,No
848,2025-09-29 05:46:57.817895,Direct,Mobile,UK,49,Female,Sports,383.48,Yes,Yes,Yes,383.48,No
849,2025-08-25 05:46:57.817895,Google,Tablet,Australia,28,Female,Electronics,477.06,Yes,No,No,0.0,Yes
850,2025-09-01 05:46:57.817895,Facebook,Desktop,Pakistan,59,Female,Home,492.88,Yes,Yes,Yes,492.88,No
851,2025-12-15 05:46:57.817895,Direct,Desktop,UK,19,Female,Beauty,216.76,Yes,Yes,Yes,216.76,No
852,2025-12-01 05:46:57.817895,Google,Mobile,Germany,43,Female,Beauty,475.69,Yes,Yes,Yes,475.69,No
853,2026-02-20 05:46:57.817895,Google,Mobile,UK,21,Female,Clothing,27.36,Yes,Yes,Yes,27.36,No
854,2025-10-10 05:46:57.817895,Google,Mobile,Pakistan,34,Female,Sports,375.5,Yes,No,No,0.0,Yes
855,2025-12-29 05:46:57.817895,Direct,Desktop,Germany,34,Male,Home,324.95,No,No,No,0.0,No
856,2025-10-19 05:46:57.817895,Email,Desktop,UK,45,Male,Beauty,132.27,No,No,No,0.0,No
857,2025-09-07 05:46:57.817895,Direct,Mobile,Germany,47,Male,Clothing,258.59,Yes,Yes,Yes,258.59,No
858,2025-09-21 05:46:57.817895,Referral,Mobile,Canada,57,Female,Electronics,73.48,Yes,No,No,0.0,Yes
859,2025-11-10 05:46:57.817895,Direct,Mobile,Canada,40,Male,Beauty,437.08,Yes,Yes,No,0.0,Yes
860,2026-01-01 05:46:57.817895,Google,Desktop,Australia,41,Female,Clothing,185.37,Yes,Yes,Yes,185.37,No
861,2025-12-11 05:46:57.817895,Facebook,Tablet,Canada,46,Male,Electronics,316.76,Yes,No,No,0.0,Yes
862,2026-01-25 05:46:57.817895,Direct,Mobile,UK,21,Female,Sports,87.8,Yes,No,No,0.0,Yes
863,2025-09-07 05:46:57.817895,Direct,Mobile,Pakistan,55,Female,Electronics,111.02,Yes,No,No,0.0,Yes
864,2025-10-19 05:46:57.817895,Google,Mobile,Germany,46,Male,Beauty,496.06,Yes,Yes,No,0.0,Yes
865,2025-12-17 05:46:57.817895,Facebook,Mobile,USA,36,Female,Home,379.01,Yes,No,No,0.0,Yes
866,2025-08-31 05:46:57.817895,Facebook,Mobile,Canada,44,Male,Electronics,481.37,Yes,Yes,No,0.0,Yes
867,2025-08-27 05:46:57.817895,Referral,Mobile,Canada,46,Male,Home,154.97,No,No,No,0.0,No
868,2025-12-13 05:46:57.817895,Direct,Desktop,USA,53,Male,Home,90.64,No,No,No,0.0,No
869,2026-01-22 05:46:57.817895,Facebook,Desktop,USA,52,Male,Electronics,256.5,Yes,Yes,No,0.0,Yes
870,2025-12-09 05:46:57.817895,Facebook,Mobile,UK,23,Male,Sports,252.39,Yes,Yes,Yes,252.39,No
871,2025-09-11 05:46:57.817895,Email,Desktop,Germany,40,Male,Electronics,95.72,Yes,Yes,No,0.0,Yes
872,2025-10-01 05:46:57.817895,Email,Mobile,Canada,56,Male,Clothing,369.28,Yes,No,No,0.0,Yes
873,2025-12-17 05:46:57.817895,Facebook,Mobile,Pakistan,25,Male,Home,187.27,Yes,Yes,No,0.0,Yes
874,2025-09-08 05:46:57.817895,Referral,Mobile,UK,19,Male,Beauty,101.32,Yes,Yes,Yes,101.32,No
875,2025-12-21 05:46:57.817895,Facebook,Mobile,UK,30,Female,Home,172.67,Yes,Yes,Yes,172.67,No
876,2025-09-21 05:46:57.817895,Google,Mobile,Pakistan,57,Female,Beauty,286.19,Yes,Yes,No,0.0,Yes
877,2025-10-02 05:46:57.817895,Direct,Mobile,Pakistan,38,Male,Clothing,365.97,No,No,No,0.0,No
878,2025-09-10 05:46:57.817895,Referral,Mobile,Australia,48,Female,Clothing,246.13,Yes,Yes,Yes,246.13,No
879,2025-11-18 05:46:57.817895,Google,Tablet,Pakistan,53,Female,Clothing,267.54,Yes,Yes,Yes,267.54,No
880,2025-12-28 05:46:57.817895,Referral,Mobile,USA,55,Male,Electronics,78.08,Yes,Yes,No,0.0,Yes
881,2025-10-07 05:46:57.817895,Google,Mobile,Canada,44,Male,Home,458.2,Yes,Yes,Yes,458.2,No
882,2025-09-18 05:46:57.817895,Direct,Mobile,Australia,53,Female,Beauty,465.07,No,No,No,0.0,No
883,2026-01-16 05:46:57.817895,Direct,Desktop,USA,40,Male,Clothing,344.88,No,No,No,0.0,No
884,2025-09-06 05:46:57.817895,Email,Mobile,Australia,38,Male,Clothing,18.64,Yes,No,No,0.0,Yes
885,2025-09-18 05:46:57.817895,Google,Desktop,Canada,30,Male,Beauty,273.17,No,No,No,0.0,No
886,2025-10-31 05:46:57.817895,Email,Mobile,Australia,54,Female,Home,318.32,Yes,Yes,Yes,318.32,No
887,2026-01-09 05:46:57.817895,Google,Mobile,USA,43,Male,Home,497.38,Yes,Yes,Yes,497.38,No
888,2025-10-30 05:46:57.817895,Email,Mobile,Germany,57,Female,Beauty,498.07,Yes,No,No,0.0,Yes
889,2025-12-11 05:46:57.817895,Direct,Mobile,Canada,24,Male,Sports,430.23,No,No,No,0.0,No
890,2026-01-17 05:46:57.817895,Referral,Mobile,UK,56,Male,Home,41.28,Yes,Yes,Yes,41.28,No
891,2025-12-13 05:46:57.817895,Email,Mobile,Canada,39,Female,Beauty,477.11,Yes,No,No,0.0,Yes
892,2025-12-13 05:46:57.817895,Google,Mobile,Canada,56,Male,Beauty,310.2,Yes,Yes,No,0.0,Yes
893,2025-09-27 05:46:57.817895,Google,Mobile,Canada,40,Female,Clothing,402.43,No,No,No,0.0,No
894,2025-12-13 05:46:57.817895,Direct,Mobile,Germany,47,Female,Beauty,209.52,No,No,No,0.0,No
895,2025-09-01 05:46:57.817895,Google,Tablet,USA,35,Male,Electronics,166.64,No,No,No,0.0,No
896,2026-02-08 05:46:57.817895,Facebook,Mobile,UK,59,Male,Clothing,236.99,No,No,No,0.0,No
897,2025-12-15 05:46:57.817895,Referral,Desktop,USA,35,Female,Clothing,81.97,No,No,No,0.0,No
898,2025-11-15 05:46:57.817895,Email,Desktop,Australia,27,Female,Home,184.96,No,No,No,0.0,No
899,2025-10-05 05:46:57.817895,Referral,Mobile,Australia,56,Male,Sports,430.23,No,No,No,0.0,No
900,2026-02-09 05:46:57.817895,Direct,Mobile,Australia,47,Male,Home,28.6,No,No,No,0.0,No
901,2025-12-03 05:46:57.817895,Email,Mobile,USA,43,Male,Electronics,83.93,Yes,No,No,0.0,Yes
902,2025-08-30 05:46:57.817895,Email,Desktop,Pakistan,24,Male,Clothing,71.31,Yes,Yes,Yes,71.31,No
903,2026-02-20 05:46:57.817895,Facebook,Desktop,Germany,24,Male,Clothing,207.51,No,No,No,0.0,No
904,2025-09-19 05:46:57.817895,Direct,Desktop,Pakistan,22,Female,Beauty,498.52,No,No,No,0.0,No
905,2025-10-27 05:46:57.817895,Google,Tablet,Australia,18,Female,Sports,94.95,No,No,No,0.0,No
906,2025-10-22 05:46:57.817895,Facebook,Desktop,Germany,35,Female,Sports,81.29,No,No,No,0.0,No
907,2025-12-11 05:46:57.817895,Facebook,Mobile,USA,30,Female,Beauty,458.38,No,No,No,0.0,No
908,2025-12-23 05:46:57.817895,Referral,Mobile,Australia,42,Male,Electronics,442.2,Yes,Yes,No,0.0,Yes
909,2025-09-26 05:46:57.817895,Referral,Desktop,USA,57,Female,Sports,25.8,Yes,Yes,Yes,25.8,No
910,2026-01-21 05:46:57.817895,Referral,Mobile,Germany,25,Male,Clothing,378.34,Yes,Yes,Yes,378.34,No
911,2025-09-14 05:46:57.817895,Facebook,Mobile,USA,27,Male,Electronics,331.18,Yes,No,No,0.0,Yes
912,2025-11-02 05:46:57.817895,Google,Desktop,USA,49,Male,Home,386.19,Yes,Yes,Yes,386.19,No
913,2025-12-14 05:46:57.817895,Email,Mobile,UK,34,Male,Home,252.31,Yes,Yes,Yes,252.31,No
914,2025-08-28 05:46:57.817895,Referral,Tablet,Pakistan,55,Male,Electronics,495.78,Yes,Yes,No,0.0,Yes
915,2025-11-26 05:46:57.817895,Google,Desktop,Pakistan,32,Female,Clothing,31.49,No,No,No,0.0,No
916,2025-11-07 05:46:57.817895,Direct,Mobile,Pakistan,32,Male,Home,124.84,Yes,No,No,0.0,Yes
917,2025-10-25 05:46:57.817895,Referral,Tablet,Canada,57,Male,Clothing,204.31,No,No,No,0.0,No
918,2025-11-26 05:46:57.817895,Email,Mobile,UK,37,Male,Beauty,230.39,No,No,No,0.0,No
919,2025-11-27 05:46:57.817895,Direct,Mobile,Australia,32,Female,Sports,461.47,Yes,No,No,0.0,Yes
920,2026-01-23 05:46:57.817895,Direct,Mobile,Australia,52,Male,Electronics,284.4,Yes,Yes,Yes,284.4,No
921,2025-10-18 05:46:57.817895,Email,Mobile,Australia,23,Male,Sports,32.1,No,No,No,0.0,No
922,2026-01-08 05:46:57.817895,Referral,Mobile,Pakistan,47,Male,Beauty,209.85,No,No,No,0.0,No
923,2026-01-02 05:46:57.817895,Facebook,Mobile,Pakistan,25,Female,Home,214.08,Yes,Yes,No,0.0,Yes
924,2025-09-24 05:46:57.817895,Email,Mobile,UK,48,Male,Clothing,483.09,Yes,Yes,Yes,483.09,No
925,2025-10-03 05:46:57.817895,Email,Mobile,USA,49,Female,Clothing,303.61,Yes,Yes,Yes,303.61,No
926,2025-09-29 05:46:57.817895,Email,Desktop,Pakistan,32,Female,Beauty,321.47,Yes,Yes,Yes,321.47,No
927,2026-01-23 05:46:57.817895,Direct,Desktop,Australia,35,Male,Electronics,359.49,Yes,Yes,Yes,359.49,No
928,2025-08-30 05:46:57.817895,Google,Mobile,USA,30,Female,Sports,387.32,Yes,No,No,0.0,Yes
